customer_id,name,email,phone,city,join_date,segment,source_file,source_path,ingestion_time
C00024,Mahmud Susanti,daryani@example.com,+62 (047) 653-4762,Payakumbuh,2025-04-09,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00025,"Ir. Puput Manullang, S.IP",usamahartawan@example.com,+62-62-424-7693,Blitar,2026-04-03,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00026,"Tgk. Saiful Wijayanti, S.T.",nmulyani@example.org,083 993 6497,Blitar,2025-11-10,Gold,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00027,"Cut Gina Ramadan, S.Pd",mulyonolaksita@example.org,+62 (35) 007-7659,Pematangsiantar,2025-07-15,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00028,Chandra Hardiansyah,mahdi66@example.com,087 711 5396,Serang,2024-09-14,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00029,Limar Januar,yutami@example.net,+62 (098) 724-5947,Bitung,2026-02-19,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00030,"drg. Lala Rahmawati, S.T.",habibikartika@example.org,(0901) 904-7519,Kota Administrasi Jakarta Pusat,2025-01-06,Silver,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00031,Maimunah Suwarno,suryatmieman@example.org,(061) 021 7343,Cilegon,2026-05-07,Platinum,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00032,Gasti Mardhiyah,damanikgamanto@example.net,+62 (464) 850 6405,Banda Aceh,2025-07-03,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
C00033,Dr. Ciaobella Budiman,,+62 (18) 181-9139,Manado,2026-05-25,Regular,customers_20260709_085003.csv,/opt/airflow/data/raw/ages/customers/customers_20260709_085003.csv,2026-07-09 09:36:47
